cell_id,x_coord,y_coord,collision_count,camera_count,mean_dist_to_camera,mean_precip,mean_snow,downtown,lambda
86,610304.0,4839231.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
87,610304.0,4839731.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
88,610304.0,4840231.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
89,610304.0,4840731.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
90,610304.0,4841231.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
91,610304.0,4841731.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
92,610304.0,4842231.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
93,610304.0,4842731.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
94,610304.0,4843231.0,78,0,907.2612700436712,1.7179487179487178,0.3128205128205129,0,64.78430261382067
95,610304.0,4843731.0,232,0,1091.1103869431697,2.606034482758621,0.45603448275862074,0,753.960531826916
96,610304.0,4844231.0,5,0,1865.6641110066303,0.08,0.08,0,2.9238344541146084
97,610304.0,4844731.0,150,0,2371.9548309273923,3.5026666666666664,0.7479999999999999,0,28298.83211752357
98,610304.0,4845231.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
99,610304.0,4845731.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
100,610304.0,4846231.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
101,610304.0,4846731.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
102,610304.0,4847231.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
103,610304.0,4847731.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
104,610304.0,4848231.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
105,610304.0,4848731.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
106,610304.0,4849231.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
107,610304.0,4849731.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
108,610304.0,4850231.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
109,610304.0,4850731.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
110,610304.0,4851231.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
111,610304.0,4851731.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
112,610304.0,4852231.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
113,610304.0,4852731.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
114,610304.0,4853231.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
115,610304.0,4853731.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
116,610304.0,4854231.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
117,610304.0,4854731.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
118,610304.0,4855231.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
119,610304.0,4855731.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
120,610304.0,4856231.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
121,610304.0,4856731.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
122,610304.0,4857231.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
123,610304.0,4857731.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
124,610804.0,4827231.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
125,610804.0,4827731.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
126,610804.0,4828231.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
127,610804.0,4828731.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
128,610804.0,4829231.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
129,610804.0,4829731.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
130,610804.0,4830231.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
131,610804.0,4830731.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
132,610804.0,4831231.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
133,610804.0,4831731.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
134,610804.0,4832231.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
135,610804.0,4832731.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
136,610804.0,4833231.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
137,610804.0,4833731.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
138,610804.0,4834231.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
139,610804.0,4834731.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
140,610804.0,4835231.0,0,0,0.0,0.0,0.0,0,0.30943321184442535
